country,variable,percentile,year,value,source_alpha2
VG,sptincj992,p99p100,1992,0.2255,VG
VG,sptincj992,p99p100,1993,0.2254,VG
VG,sptincj992,p99p100,1994,0.2253,VG
VG,sptincj992,p99p100,1995,0.2252,VG
VG,sptincj992,p99p100,1996,0.2251,VG
VG,sptincj992,p99p100,1997,0.225,VG
VG,sptincj992,p99p100,1998,0.2249,VG
VG,sptincj992,p99p100,1999,0.2248,VG
VG,sptincj992,p99p100,2000,0.2247,VG
VG,sptincj992,p99p100,2001,0.2231,VG
VG,sptincj992,p99p100,2002,0.2216,VG
VG,sptincj992,p99p100,2003,0.2202,VG
VG,sptincj992,p99p100,2004,0.2189,VG
VG,sptincj992,p99p100,2005,0.2176,VG
VG,sptincj992,p99p100,2006,0.2164,VG
VG,sptincj992,p99p100,2007,0.2153,VG
VG,sptincj992,p99p100,2008,0.2142,VG
VG,sptincj992,p99p100,2009,0.2131,VG
VG,sptincj992,p99p100,2010,0.2121,VG
VG,sptincj992,p99p100,2011,0.212,VG
VG,sptincj992,p99p100,2012,0.212,VG
VG,sptincj992,p99p100,2013,0.212,VG
VG,sptincj992,p99p100,2014,0.212,VG
VG,sptincj992,p99p100,2015,0.2119,VG
VG,sptincj992,p99p100,2016,0.2119,VG
VG,sptincj992,p99p100,2017,0.2119,VG
VG,sptincj992,p99p100,2018,0.2118,VG
VG,sptincj992,p99p100,2019,0.2118,VG
VG,sptincj992,p99p100,2020,0.2118,VG
VG,sptincj992,p99p100,2021,0.2118,VG
VG,sptincj992,p99p100,2022,0.2118,VG
VG,sptincj992,p99p100,2023,0.2118,VG
VG,sptincj992,p99p100,2024,0.2118,VG
VN,gptincj992,p0p100,1820,0.5293,VN
VN,gptincj992,p0p100,1850,0.5392,VN
VN,gptincj992,p0p100,1880,0.5563,VN
VN,gptincj992,p0p100,1900,0.5538000000000001,VN
VN,gptincj992,p0p100,1910,0.5248,VN
VN,gptincj992,p0p100,1920,0.5551,VN
VN,gptincj992,p0p100,1921,0.5528000000000001,VN
VN,gptincj992,p0p100,1926,0.5474,VN
VN,gptincj992,p0p100,1927,0.544,VN
VN,gptincj992,p0p100,1928,0.5448000000000001,VN
VN,gptincj992,p0p100,1929,0.5411,VN
VN,gptincj992,p0p100,1930,0.5442,VN
VN,gptincj992,p0p100,1931,0.5493,VN
VN,gptincj992,p0p100,1932,0.5492,VN
VN,gptincj992,p0p100,1933,0.5571,VN
VN,gptincj992,p0p100,1934,0.5575,VN
VN,gptincj992,p0p100,1935,0.5574,VN
VN,gptincj992,p0p100,1937,0.5591,VN
VN,gptincj992,p0p100,1938,0.5615,VN
VN,gptincj992,p0p100,1939,0.5602,VN
VN,gptincj992,p0p100,1940,0.5682,VN
VN,gptincj992,p0p100,1942,0.5537000000000001,VN
VN,gptincj992,p0p100,1950,0.4967,VN
VN,gptincj992,p0p100,1960,0.5383,VN
VN,gptincj992,p0p100,1970,0.5778,VN
VN,gptincj992,p0p100,1980,0.5789000000000001,VN
VN,gptincj992,p0p100,1981,0.5789000000000001,VN
VN,gptincj992,p0p100,1982,0.5789000000000001,VN
VN,gptincj992,p0p100,1983,0.5789000000000001,VN
VN,gptincj992,p0p100,1984,0.5789000000000001,VN
VN,gptincj992,p0p100,1985,0.5789000000000001,VN
VN,gptincj992,p0p100,1986,0.5789000000000001,VN
VN,gptincj992,p0p100,1987,0.5789000000000001,VN
VN,gptincj992,p0p100,1988,0.5789000000000001,VN
VN,gptincj992,p0p100,1989,0.5789000000000001,VN
VN,gptincj992,p0p100,1990,0.5789000000000001,VN
VN,gptincj992,p0p100,1991,0.5789000000000001,VN
VN,gptincj992,p0p100,1992,0.5789000000000001,VN
VN,gptincj992,p0p100,1993,0.5792,VN
VN,gptincj992,p0p100,1994,0.5806,VN
VN,gptincj992,p0p100,1995,0.5811000000000001,VN
VN,gptincj992,p0p100,1996,0.5808,VN
VN,gptincj992,p0p100,1997,0.5810000000000001,VN
VN,gptincj992,p0p100,1998,0.5809000000000001,VN
VN,gptincj992,p0p100,1999,0.5838,VN
VN,gptincj992,p0p100,2000,0.5909,VN
VN,gptincj992,p0p100,2001,0.5956,VN
VN,gptincj992,p0p100,2002,0.5969,VN
VN,gptincj992,p0p100,2003,0.5916,VN
VN,gptincj992,p0p100,2004,0.5897,VN
VN,gptincj992,p0p100,2005,0.5803,VN
VN,gptincj992,p0p100,2006,0.5706,VN
VN,gptincj992,p0p100,2007,0.5716,VN
VN,gptincj992,p0p100,2008,0.5727,VN
VN,gptincj992,p0p100,2009,0.5906,VN
VN,gptincj992,p0p100,2010,0.6044,VN
VN,gptincj992,p0p100,2011,0.5854,VN
VN,gptincj992,p0p100,2012,0.5669000000000001,VN
VN,gptincj992,p0p100,2013,0.5622,VN
VN,gptincj992,p0p100,2014,0.5594,VN
VN,gptincj992,p0p100,2015,0.5609000000000001,VN
VN,gptincj992,p0p100,2016,0.5631,VN
VN,gptincj992,p0p100,2017,0.5625,VN
VN,gptincj992,p0p100,2018,0.5616,VN
VN,gptincj992,p0p100,2019,0.5616,VN
VN,gptincj992,p0p100,2020,0.5616,VN
VN,gptincj992,p0p100,2021,0.5616,VN
VN,gptincj992,p0p100,2022,0.5616,VN
VN,gptincj992,p0p100,2023,0.5616,VN
VN,gptincj992,p0p100,2024,0.5616,VN
VN,sptincj992,p0p50,1820,0.176,VN
VN,sptincj992,p0p50,1850,0.1721,VN
VN,sptincj992,p0p50,1880,0.1641,VN
VN,sptincj992,p0p50,1900,0.1648,VN
VN,sptincj992,p0p50,1910,0.1776,VN
VN,sptincj992,p0p50,1920,0.1641,VN
VN,sptincj992,p0p50,1921,0.1652,VN
VN,sptincj992,p0p50,1926,0.1682,VN
VN,sptincj992,p0p50,1927,0.1697,VN
VN,sptincj992,p0p50,1928,0.1696,VN
VN,sptincj992,p0p50,1929,0.1711,VN
VN,sptincj992,p0p50,1930,0.1702,VN
VN,sptincj992,p0p50,1931,0.1683,VN
VN,sptincj992,p0p50,1932,0.1684,VN
VN,sptincj992,p0p50,1933,0.1655,VN
VN,sptincj992,p0p50,1934,0.1654,VN
VN,sptincj992,p0p50,1935,0.1655,VN
VN,sptincj992,p0p50,1937,0.1649,VN
VN,sptincj992,p0p50,1938,0.164,VN
VN,sptincj992,p0p50,1939,0.1646,VN
VN,sptincj992,p0p50,1940,0.1616,VN
VN,sptincj992,p0p50,1942,0.1676,VN
VN,sptincj992,p0p50,1950,0.1912,VN
VN,sptincj992,p0p50,1960,0.1735,VN
VN,sptincj992,p0p50,1970,0.1571,VN
VN,sptincj992,p0p50,1980,0.1391,VN
VN,sptincj992,p0p50,1981,0.1391,VN
VN,sptincj992,p0p50,1982,0.1391,VN
VN,sptincj992,p0p50,1983,0.1391,VN
VN,sptincj992,p0p50,1984,0.1391,VN
VN,sptincj992,p0p50,1985,0.1391,VN
VN,sptincj992,p0p50,1986,0.1391,VN
VN,sptincj992,p0p50,1987,0.1391,VN
VN,sptincj992,p0p50,1988,0.1391,VN
VN,sptincj992,p0p50,1989,0.1391,VN
VN,sptincj992,p0p50,1990,0.1391,VN
VN,sptincj992,p0p50,1991,0.1391,VN
VN,sptincj992,p0p50,1992,0.1391,VN
VN,sptincj992,p0p50,1993,0.1394,VN
VN,sptincj992,p0p50,1994,0.1389,VN
VN,sptincj992,p0p50,1995,0.1389,VN
VN,sptincj992,p0p50,1996,0.1394,VN
VN,sptincj992,p0p50,1997,0.1395,VN
VN,sptincj992,p0p50,1998,0.1396,VN
VN,sptincj992,p0p50,1999,0.1375,VN
VN,sptincj992,p0p50,2000,0.1328,VN
VN,sptincj992,p0p50,2001,0.1296,VN
VN,sptincj992,p0p50,2002,0.1287,VN
VN,sptincj992,p0p50,2003,0.1305,VN
VN,sptincj992,p0p50,2004,0.1303,VN
VN,sptincj992,p0p50,2005,0.1352,VN
VN,sptincj992,p0p50,2006,0.1403,VN
VN,sptincj992,p0p50,2007,0.1406,VN
VN,sptincj992,p0p50,2008,0.1408,VN
VN,sptincj992,p0p50,2009,0.1323,VN
VN,sptincj992,p0p50,2010,0.126,VN
VN,sptincj992,p0p50,2011,0.1348,VN
VN,sptincj992,p0p50,2012,0.1435,VN
VN,sptincj992,p0p50,2013,0.1461,VN
VN,sptincj992,p0p50,2014,0.1475,VN
VN,sptincj992,p0p50,2015,0.1466,VN
VN,sptincj992,p0p50,2016,0.1454,VN
VN,sptincj992,p0p50,2017,0.1457,VN
VN,sptincj992,p0p50,2018,0.1463,VN
VN,sptincj992,p0p50,2019,0.1463,VN
VN,sptincj992,p0p50,2020,0.1463,VN
VN,sptincj992,p0p50,2021,0.1463,VN
VN,sptincj992,p0p50,2022,0.1463,VN
VN,sptincj992,p0p50,2023,0.1463,VN
VN,sptincj992,p0p50,2024,0.1463,VN
VN,sptincj992,p90p100,1820,0.4459,VN
VN,sptincj992,p90p100,1850,0.458,VN
VN,sptincj992,p90p100,1880,0.4832,VN
VN,sptincj992,p90p100,1900,0.4812,VN
VN,sptincj992,p90p100,1910,0.4407,VN
VN,sptincj992,p90p100,1920,0.4831,VN
VN,sptincj992,p90p100,1921,0.4798,VN
VN,sptincj992,p90p100,1926,0.4703,VN
VN,sptincj992,p90p100,1927,0.4657,VN
VN,sptincj992,p90p100,1928,0.466,VN
VN,sptincj992,p90p100,1929,0.4611,VN
VN,sptincj992,p90p100,1930,0.464,VN
VN,sptincj992,p90p100,1931,0.4698,VN
VN,sptincj992,p90p100,1932,0.4696,VN
VN,sptincj992,p90p100,1933,0.4787,VN
VN,sptincj992,p90p100,1934,0.4791,VN
VN,sptincj992,p90p100,1935,0.4788,VN
VN,sptincj992,p90p100,1937,0.4806,VN
VN,sptincj992,p90p100,1938,0.4833,VN
VN,sptincj992,p90p100,1939,0.4816,VN
VN,sptincj992,p90p100,1940,0.4909,VN
VN,sptincj992,p90p100,1942,0.4729,VN
VN,sptincj992,p90p100,1950,0.4018,VN
VN,sptincj992,p90p100,1960,0.4536,VN
VN,sptincj992,p90p100,1970,0.5054000000000001,VN
VN,sptincj992,p90p100,1980,0.4582,VN
VN,sptincj992,p90p100,1981,0.4582,VN
VN,sptincj992,p90p100,1982,0.4582,VN
VN,sptincj992,p90p100,1983,0.4582,VN
VN,sptincj992,p90p100,1984,0.4582,VN
VN,sptincj992,p90p100,1985,0.4582,VN
VN,sptincj992,p90p100,1986,0.4582,VN
VN,sptincj992,p90p100,1987,0.4582,VN
VN,sptincj992,p90p100,1988,0.4582,VN
VN,sptincj992,p90p100,1989,0.4582,VN
VN,sptincj992,p90p100,1990,0.4582,VN
VN,sptincj992,p90p100,1991,0.4582,VN
VN,sptincj992,p90p100,1992,0.4582,VN
VN,sptincj992,p90p100,1993,0.4596,VN
VN,sptincj992,p90p100,1994,0.4615,VN
VN,sptincj992,p90p100,1995,0.4627,VN
VN,sptincj992,p90p100,1996,0.4632,VN
VN,sptincj992,p90p100,1997,0.4641,VN
VN,sptincj992,p90p100,1998,0.464,VN
VN,sptincj992,p90p100,1999,0.466,VN
VN,sptincj992,p90p100,2000,0.4706,VN
VN,sptincj992,p90p100,2001,0.4737,VN
VN,sptincj992,p90p100,2002,0.4747,VN
VN,sptincj992,p90p100,2003,0.4675,VN
VN,sptincj992,p90p100,2004,0.4629,VN
VN,sptincj992,p90p100,2005,0.4537,VN
VN,sptincj992,p90p100,2006,0.4444,VN
VN,sptincj992,p90p100,2007,0.447,VN
VN,sptincj992,p90p100,2008,0.4497,VN
VN,sptincj992,p90p100,2009,0.468,VN
VN,sptincj992,p90p100,2010,0.4826,VN
VN,sptincj992,p90p100,2011,0.4622,VN
VN,sptincj992,p90p100,2012,0.4429,VN
VN,sptincj992,p90p100,2013,0.4383,VN
VN,sptincj992,p90p100,2014,0.4352,VN
VN,sptincj992,p90p100,2015,0.4365,VN
VN,sptincj992,p90p100,2016,0.4383,VN
VN,sptincj992,p90p100,2017,0.438,VN
VN,sptincj992,p90p100,2018,0.4375,VN
VN,sptincj992,p90p100,2019,0.4375,VN
VN,sptincj992,p90p100,2020,0.4375,VN
VN,sptincj992,p90p100,2021,0.4375,VN
VN,sptincj992,p90p100,2022,0.4375,VN
VN,sptincj992,p90p100,2023,0.4375,VN
VN,sptincj992,p90p100,2024,0.4375,VN
VN,sptincj992,p99p100,1820,0.1486,VN
VN,sptincj992,p99p100,1850,0.1593,VN
VN,sptincj992,p99p100,1880,0.1611,VN
VN,sptincj992,p99p100,1900,0.1548,VN
VN,sptincj992,p99p100,1910,0.1422,VN
VN,sptincj992,p99p100,1920,0.1555,VN
VN,sptincj992,p99p100,1921,0.1547,VN
VN,sptincj992,p99p100,1926,0.162,VN
VN,sptincj992,p99p100,1927,0.1593,VN
VN,sptincj992,p99p100,1928,0.1642,VN
VN,sptincj992,p99p100,1929,0.161,VN
VN,sptincj992,p99p100,1930,0.1699,VN
VN,sptincj992,p99p100,1931,0.1796,VN
VN,sptincj992,p99p100,1932,0.1798,VN
VN,sptincj992,p99p100,1933,0.1944,VN
VN,sptincj992,p99p100,1934,0.1955,VN
VN,sptincj992,p99p100,1935,0.1956,VN
VN,sptincj992,p99p100,1937,0.1996,VN
VN,sptincj992,p99p100,1938,0.2043,VN
VN,sptincj992,p99p100,1939,0.2023,VN
VN,sptincj992,p99p100,1940,0.2172,VN
VN,sptincj992,p99p100,1942,0.2057,VN
VN,sptincj992,p99p100,1950,0.1616,VN
VN,sptincj992,p99p100,1960,0.1843,VN
VN,sptincj992,p99p100,1970,0.207,VN
VN,sptincj992,p99p100,1980,0.1642,VN
VN,sptincj992,p99p100,1981,0.1642,VN
VN,sptincj992,p99p100,1982,0.1642,VN
VN,sptincj992,p99p100,1983,0.1642,VN
VN,sptincj992,p99p100,1984,0.1642,VN
VN,sptincj992,p99p100,1985,0.1642,VN
VN,sptincj992,p99p100,1986,0.1642,VN
VN,sptincj992,p99p100,1987,0.1642,VN
VN,sptincj992,p99p100,1988,0.1642,VN
VN,sptincj992,p99p100,1989,0.1642,VN
VN,sptincj992,p99p100,1990,0.1642,VN
VN,sptincj992,p99p100,1991,0.1642,VN
VN,sptincj992,p99p100,1992,0.1642,VN
VN,sptincj992,p99p100,1993,0.1648,VN
VN,sptincj992,p99p100,1994,0.1663,VN
VN,sptincj992,p99p100,1995,0.167,VN
VN,sptincj992,p99p100,1996,0.1671,VN
VN,sptincj992,p99p100,1997,0.1675,VN
VN,sptincj992,p99p100,1998,0.1675,VN
VN,sptincj992,p99p100,1999,0.1669,VN
VN,sptincj992,p99p100,2000,0.1699,VN
VN,sptincj992,p99p100,2001,0.1712,VN
VN,sptincj992,p99p100,2002,0.1699,VN
VN,sptincj992,p99p100,2003,0.1657,VN
VN,sptincj992,p99p100,2004,0.1643,VN
VN,sptincj992,p99p100,2005,0.1618,VN
VN,sptincj992,p99p100,2006,0.1589,VN
VN,sptincj992,p99p100,2007,0.1617,VN
VN,sptincj992,p99p100,2008,0.1645,VN
VN,sptincj992,p99p100,2009,0.1824,VN
VN,sptincj992,p99p100,2010,0.1967,VN
VN,sptincj992,p99p100,2011,0.1806,VN
VN,sptincj992,p99p100,2012,0.1651,VN
VN,sptincj992,p99p100,2013,0.1626,VN
VN,sptincj992,p99p100,2014,0.1614,VN
VN,sptincj992,p99p100,2015,0.1631,VN
VN,sptincj992,p99p100,2016,0.1651,VN
VN,sptincj992,p99p100,2017,0.1612,VN
VN,sptincj992,p99p100,2018,0.1574,VN
VN,sptincj992,p99p100,2019,0.1574,VN
VN,sptincj992,p99p100,2020,0.1574,VN
VN,sptincj992,p99p100,2021,0.1574,VN
VN,sptincj992,p99p100,2022,0.1574,VN
VN,sptincj992,p99p100,2023,0.1574,VN
VN,sptincj992,p99p100,2024,0.1574,VN
VU,sptincj992,p99p100,1980,0.0885,VU
VU,sptincj992,p99p100,1981,0.09,VU
VU,sptincj992,p99p100,1982,0.0914,VU
VU,sptincj992,p99p100,1983,0.0929,VU
VU,sptincj992,p99p100,1984,0.0944,VU
VU,sptincj992,p99p100,1985,0.096,VU
VU,sptincj992,p99p100,1986,0.0976,VU
VU,sptincj992,p99p100,1987,0.0992,VU
VU,sptincj992,p99p100,1988,0.1008,VU
VU,sptincj992,p99p100,1989,0.1025,VU
VU,sptincj992,p99p100,1990,0.1042,VU
VU,sptincj992,p99p100,1991,0.107,VU
VU,sptincj992,p99p100,1992,0.1096,VU
VU,sptincj992,p99p100,1993,0.1122,VU
VU,sptincj992,p99p100,1994,0.1147,VU
VU,sptincj992,p99p100,1995,0.1172,VU
VU,sptincj992,p99p100,1996,0.1195,VU
VU,sptincj992,p99p100,1997,0.1218,VU
VU,sptincj992,p99p100,1998,0.124,VU
VU,sptincj992,p99p100,1999,0.1261,VU
VU,sptincj992,p99p100,2000,0.1282,VU
VU,sptincj992,p99p100,2001,0.132,VU
VU,sptincj992,p99p100,2002,0.1358,VU
VU,sptincj992,p99p100,2003,0.1394,VU
VU,sptincj992,p99p100,2004,0.1429,VU
VU,sptincj992,p99p100,2005,0.1464,VU
VU,sptincj992,p99p100,2006,0.1498,VU
VU,sptincj992,p99p100,2007,0.1531,VU
VU,sptincj992,p99p100,2008,0.1564,VU
VU,sptincj992,p99p100,2009,0.1595,VU
VU,sptincj992,p99p100,2010,0.1626,VU
VU,sptincj992,p99p100,2011,0.1624,VU
VU,sptincj992,p99p100,2012,0.1622,VU
VU,sptincj992,p99p100,2013,0.162,VU
VU,sptincj992,p99p100,2014,0.1618,VU
VU,sptincj992,p99p100,2015,0.1617,VU
VU,sptincj992,p99p100,2016,0.1615,VU
VU,sptincj992,p99p100,2017,0.1613,VU
VU,sptincj992,p99p100,2018,0.1612,VU
VU,sptincj992,p99p100,2019,0.161,VU
VU,sptincj992,p99p100,2020,0.1609,VU
VU,sptincj992,p99p100,2021,0.1609,VU
VU,sptincj992,p99p100,2022,0.1609,VU
VU,sptincj992,p99p100,2023,0.1609,VU
VU,sptincj992,p99p100,2024,0.1609,VU
VU,gptincj992,p0p100,1980,0.4468,VU
VU,gptincj992,p0p100,1981,0.4477,VU
VU,gptincj992,p0p100,1982,0.4486,VU
VU,gptincj992,p0p100,1983,0.4495,VU
VU,gptincj992,p0p100,1984,0.4504,VU
VU,gptincj992,p0p100,1985,0.4514,VU
VU,gptincj992,p0p100,1986,0.4523,VU
VU,gptincj992,p0p100,1987,0.4533,VU
VU,gptincj992,p0p100,1988,0.4543,VU
VU,gptincj992,p0p100,1989,0.4553,VU
VU,gptincj992,p0p100,1990,0.4564,VU
VU,gptincj992,p0p100,1991,0.4579,VU
VU,gptincj992,p0p100,1992,0.4594,VU
VU,gptincj992,p0p100,1993,0.4608,VU
VU,gptincj992,p0p100,1994,0.4622,VU
VU,gptincj992,p0p100,1995,0.4635,VU
VU,gptincj992,p0p100,1996,0.4648,VU
VU,gptincj992,p0p100,1997,0.4661,VU
VU,gptincj992,p0p100,1998,0.4673,VU
VU,gptincj992,p0p100,1999,0.4685,VU
VU,gptincj992,p0p100,2000,0.4696,VU
VU,gptincj992,p0p100,2001,0.4783,VU
VU,gptincj992,p0p100,2002,0.4868,VU
VU,gptincj992,p0p100,2003,0.4951,VU
VU,gptincj992,p0p100,2004,0.5032,VU
VU,gptincj992,p0p100,2005,0.5111,VU
VU,gptincj992,p0p100,2006,0.5189,VU
VU,gptincj992,p0p100,2007,0.5264,VU
VU,gptincj992,p0p100,2008,0.5338,VU
VU,gptincj992,p0p100,2009,0.541,VU
VU,gptincj992,p0p100,2010,0.5481,VU
VU,gptincj992,p0p100,2011,0.55,VU
VU,gptincj992,p0p100,2012,0.5518000000000001,VU
VU,gptincj992,p0p100,2013,0.5536,VU
VU,gptincj992,p0p100,2014,0.5552,VU
VU,gptincj992,p0p100,2015,0.5568000000000001,VU
VU,gptincj992,p0p100,2016,0.5583,VU
VU,gptincj992,p0p100,2017,0.5598000000000001,VU
VU,gptincj992,p0p100,2018,0.5612,VU
VU,gptincj992,p0p100,2019,0.5625,VU
VU,gptincj992,p0p100,2020,0.5638000000000001,VU
VU,gptincj992,p0p100,2021,0.5638000000000001,VU
VU,gptincj992,p0p100,2022,0.5638000000000001,VU
VU,gptincj992,p0p100,2023,0.5638000000000001,VU
VU,gptincj992,p0p100,2024,0.5638000000000001,VU
VU,sptincj992,p0p50,1980,0.2121,VU
VU,sptincj992,p0p50,1981,0.2117,VU
VU,sptincj992,p0p50,1982,0.2113,VU
VU,sptincj992,p0p50,1983,0.2108,VU
VU,sptincj992,p0p50,1984,0.2104,VU
VU,sptincj992,p0p50,1985,0.21,VU
VU,sptincj992,p0p50,1986,0.2095,VU
VU,sptincj992,p0p50,1987,0.209,VU
VU,sptincj992,p0p50,1988,0.2086,VU
VU,sptincj992,p0p50,1989,0.2081,VU
VU,sptincj992,p0p50,1990,0.2076,VU
VU,sptincj992,p0p50,1991,0.2075,VU
VU,sptincj992,p0p50,1992,0.2075,VU
VU,sptincj992,p0p50,1993,0.2075,VU
VU,sptincj992,p0p50,1994,0.2074,VU
VU,sptincj992,p0p50,1995,0.2074,VU
VU,sptincj992,p0p50,1996,0.2073,VU
VU,sptincj992,p0p50,1997,0.2073,VU
VU,sptincj992,p0p50,1998,0.2073,VU
VU,sptincj992,p0p50,1999,0.2072,VU
VU,sptincj992,p0p50,2000,0.2072,VU
VU,sptincj992,p0p50,2001,0.2027,VU
VU,sptincj992,p0p50,2002,0.1983,VU
VU,sptincj992,p0p50,2003,0.194,VU
VU,sptincj992,p0p50,2004,0.1898,VU
VU,sptincj992,p0p50,2005,0.1857,VU
VU,sptincj992,p0p50,2006,0.1817,VU
VU,sptincj992,p0p50,2007,0.1778,VU
VU,sptincj992,p0p50,2008,0.1739,VU
VU,sptincj992,p0p50,2009,0.1702,VU
VU,sptincj992,p0p50,2010,0.1665,VU
VU,sptincj992,p0p50,2011,0.1655,VU
VU,sptincj992,p0p50,2012,0.1645,VU
VU,sptincj992,p0p50,2013,0.1636,VU
VU,sptincj992,p0p50,2014,0.1627,VU
VU,sptincj992,p0p50,2015,0.1619,VU
VU,sptincj992,p0p50,2016,0.1611,VU
VU,sptincj992,p0p50,2017,0.1603,VU
VU,sptincj992,p0p50,2018,0.1596,VU
VU,sptincj992,p0p50,2019,0.1589,VU
VU,sptincj992,p0p50,2020,0.1582,VU
VU,sptincj992,p0p50,2021,0.1582,VU
VU,sptincj992,p0p50,2022,0.1582,VU
VU,sptincj992,p0p50,2023,0.1582,VU
VU,sptincj992,p0p50,2024,0.1582,VU
VU,sptincj992,p90p100,1980,0.3534,VU
VU,sptincj992,p90p100,1981,0.3543,VU
VU,sptincj992,p90p100,1982,0.3553,VU
VU,sptincj992,p90p100,1983,0.3562,VU
VU,sptincj992,p90p100,1984,0.3572,VU
VU,sptincj992,p90p100,1985,0.3581,VU
VU,sptincj992,p90p100,1986,0.3591,VU
VU,sptincj992,p90p100,1987,0.3602,VU
VU,sptincj992,p90p100,1988,0.3612,VU
VU,sptincj992,p90p100,1989,0.3623,VU
VU,sptincj992,p90p100,1990,0.3634,VU
VU,sptincj992,p90p100,1991,0.3665,VU
VU,sptincj992,p90p100,1992,0.3695,VU
VU,sptincj992,p90p100,1993,0.3725,VU
VU,sptincj992,p90p100,1994,0.3753,VU
VU,sptincj992,p90p100,1995,0.3781,VU
VU,sptincj992,p90p100,1996,0.3808,VU
VU,sptincj992,p90p100,1997,0.3834,VU
VU,sptincj992,p90p100,1998,0.3859,VU
VU,sptincj992,p90p100,1999,0.3883,VU
VU,sptincj992,p90p100,2000,0.3907,VU
VU,sptincj992,p90p100,2001,0.3995,VU
VU,sptincj992,p90p100,2002,0.408,VU
VU,sptincj992,p90p100,2003,0.4164,VU
VU,sptincj992,p90p100,2004,0.4246,VU
VU,sptincj992,p90p100,2005,0.4326,VU
VU,sptincj992,p90p100,2006,0.4404,VU
VU,sptincj992,p90p100,2007,0.448,VU
VU,sptincj992,p90p100,2008,0.4554,VU
VU,sptincj992,p90p100,2009,0.4627,VU
VU,sptincj992,p90p100,2010,0.4699,VU
VU,sptincj992,p90p100,2011,0.4718,VU
VU,sptincj992,p90p100,2012,0.4737,VU
VU,sptincj992,p90p100,2013,0.4754,VU
VU,sptincj992,p90p100,2014,0.4771,VU
VU,sptincj992,p90p100,2015,0.4788,VU
VU,sptincj992,p90p100,2016,0.4803,VU
VU,sptincj992,p90p100,2017,0.4818,VU
VU,sptincj992,p90p100,2018,0.4832,VU
VU,sptincj992,p90p100,2019,0.4846,VU
VU,sptincj992,p90p100,2020,0.4859,VU
VU,sptincj992,p90p100,2021,0.4859,VU
VU,sptincj992,p90p100,2022,0.4859,VU
VU,sptincj992,p90p100,2023,0.4859,VU
VU,sptincj992,p90p100,2024,0.4859,VU
WS,gptincj992,p0p100,1980,0.4468,WS
WS,gptincj992,p0p100,1981,0.4477,WS
WS,gptincj992,p0p100,1982,0.4486,WS
WS,gptincj992,p0p100,1983,0.4495,WS
WS,gptincj992,p0p100,1984,0.4504,WS
WS,gptincj992,p0p100,1985,0.4514,WS
WS,gptincj992,p0p100,1986,0.4523,WS
WS,gptincj992,p0p100,1987,0.4533,WS
WS,gptincj992,p0p100,1988,0.4543,WS
WS,gptincj992,p0p100,1989,0.4553,WS
WS,gptincj992,p0p100,1990,0.4564,WS
WS,gptincj992,p0p100,1991,0.4579,WS
WS,gptincj992,p0p100,1992,0.4594,WS
WS,gptincj992,p0p100,1993,0.4608,WS
WS,gptincj992,p0p100,1994,0.4622,WS
WS,gptincj992,p0p100,1995,0.4635,WS
WS,gptincj992,p0p100,1996,0.4648,WS
WS,gptincj992,p0p100,1997,0.4661,WS
WS,gptincj992,p0p100,1998,0.4673,WS
WS,gptincj992,p0p100,1999,0.4685,WS
WS,gptincj992,p0p100,2000,0.4696,WS
WS,gptincj992,p0p100,2001,0.4783,WS
WS,gptincj992,p0p100,2002,0.4868,WS
WS,gptincj992,p0p100,2003,0.4951,WS
WS,gptincj992,p0p100,2004,0.5032,WS
WS,gptincj992,p0p100,2005,0.5111,WS
WS,gptincj992,p0p100,2006,0.5189,WS
WS,gptincj992,p0p100,2007,0.5264,WS
WS,gptincj992,p0p100,2008,0.5338,WS
WS,gptincj992,p0p100,2009,0.541,WS
WS,gptincj992,p0p100,2010,0.5481,WS
WS,gptincj992,p0p100,2011,0.55,WS
WS,gptincj992,p0p100,2012,0.5518000000000001,WS
WS,gptincj992,p0p100,2013,0.5536,WS
WS,gptincj992,p0p100,2014,0.5552,WS
WS,gptincj992,p0p100,2015,0.5568000000000001,WS
WS,gptincj992,p0p100,2016,0.5583,WS
WS,gptincj992,p0p100,2017,0.5598000000000001,WS
WS,gptincj992,p0p100,2018,0.5612,WS
WS,gptincj992,p0p100,2019,0.5625,WS
WS,gptincj992,p0p100,2020,0.5638000000000001,WS
WS,gptincj992,p0p100,2021,0.5638000000000001,WS
WS,gptincj992,p0p100,2022,0.5638000000000001,WS
WS,gptincj992,p0p100,2023,0.5638000000000001,WS
WS,gptincj992,p0p100,2024,0.5638000000000001,WS
WS,sptincj992,p0p50,1980,0.2121,WS
WS,sptincj992,p0p50,1981,0.2117,WS
WS,sptincj992,p0p50,1982,0.2113,WS
WS,sptincj992,p0p50,1983,0.2108,WS
WS,sptincj992,p0p50,1984,0.2104,WS
WS,sptincj992,p0p50,1985,0.21,WS
WS,sptincj992,p0p50,1986,0.2095,WS
WS,sptincj992,p0p50,1987,0.209,WS
WS,sptincj992,p0p50,1988,0.2086,WS
WS,sptincj992,p0p50,1989,0.2081,WS
WS,sptincj992,p0p50,1990,0.2076,WS
WS,sptincj992,p0p50,1991,0.2075,WS
WS,sptincj992,p0p50,1992,0.2075,WS
WS,sptincj992,p0p50,1993,0.2075,WS
WS,sptincj992,p0p50,1994,0.2074,WS
WS,sptincj992,p0p50,1995,0.2074,WS
